url,lastName,firstName,currentTitle,currentLocation,connectionCounts,eduSchool,eduStartDate,eduEndDate,eduField,eduDegree,job1Company,job1StartDate,job1EndDate,job1Title,job1Location,job2Company,job2StartDate,job2EndDate,job2Title,job2Location,job3Company,job3StartDate,job3EndDate,job3Title,job3Location
xxx,xxx,xxx,Student at Columbia University in the City of New York,"New York, New York",41,Columbia University in the City of New York,2012,2013,Statistics,Master of Arts (MA),Mercedes-Benz China,2011.12,2012.7,Intern,,"Guotai Junan Securities Co., Ltd",2011.7,2011.9,Research assistant,,,NA,,,
xxx,xxx,xxx,Software Engineer at Facebook,San Francisco Bay Area,135,Columbia University in the City of New York,2012,2013,Statistics,Master of Arts (MA),Siemens,2011.5,2011.8,Business Analyst Intern,"   Shanghai City, China",ACNielsen,2011.8,2011.12,Data Analyst Intern,"   Shanghai City, China",Columbia University,2012.1,2013.5,Digital Centers Intern,Greater New York City Area
xxx,xxx,xxx,Columbia University in the City of New York - Student,"New York, New York",114,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,"Guotai Junan Securities Co., Ltd",2013.7,2013.8,Assistant of Compliance Director,,Zhonghai Trust,2014.1,2014.4,Assistant Analyst,,Dipont Education,2014.5,2014.7,Education Service Marketer,
xxx,xxx,xxx,Data Analyst,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),Vertana Group LLC,2016.1,2017.1,Business Analyst,Greater New York City Area,Columbia University in the City of New York,2016.1,2016.12,Portfolio Risk Measure System,Greater New York City Area,Columbia University in the City of New York,2016.3,2016.5,Project Leader,Greater New York City Area
xxx,xxx,xxx,M.A. Statistics Student at Columbia University&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n&#92;n,"New York, New York",90,Columbia University in the City of New York,2017,2019,Statistics,Master&#39;s degree,"International College at Beijing, China Agricultural University",2013.9,2014.6,"   Core Member of the Startup Business Department, Student Union ","   Beijing City, China","International College at Beijing, China Agricultural University",2013.9,2014.7,Leader of Food Team &amp; Barista (Part-time Paid Work),"   Beijing City, China","Subo Food Co., Ltd",2014.6,2014.8,Sales Support Intern,"   Shandong, China"
xxx,xxx,xxx,Analyst/Consultant,"New York, New York",260,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (M.A.),COLUMBIA UNIVERSITY,2015.1,2015.6,Grader of Probability | Undergraduate Statistics Department,"   New York,NY",KMK Consulting Inc.,2016.4,present,Data Analyst,,,NA,,,
xxx,xxx,xxx,Strategic Analyst at CICC,Greater New York City Area,392,Columbia University in the City of New York,2013,2015,Statistics,Master???€??s Degree,Moody&#39;s KMV,2011.7,2011.9,Summer analyst,,CICC,2013.7,2013.8,Investment Banking Intern,,CITIC Securities International,2014.6,2014.8,Summer intern,Hong Kong
xxx,xxx,xxx,Graduate Student at Columbia University,"New York, New York",131,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,"HuaTai Securities Co.,Ltd.",2010.6,2010.7,Customer Service,Nanjing,"DOTO-Futures Co., Ltd",2011.6,2011.7,Researcher Assistant,Nanjing,Bank of China,2012.6,2012.7,Investment Consultant,Nanjing
xxx,xxx,xxx,MA. Statistic Student at Columbia University,Greater New York City Area,113,Columbia University in the City of New York,2012,2013,Statistics,Master of Arts (M.A.),People&#39;s Bank of China,2011.9,2012.4,Financial Research Assistant,"   Wuhan, Hubei, China",Columbia University,2012.9,present,MA. Student,,,NA,,,
xxx,xxx,xxx,Columbia University,"New York, New York",118,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,"The People&#39;s Bank of China, Chengdu Brand",2014.7,2014.8,Intern,"   Chengdu, Sichuan, China","China International Capital Corporation Limited (CICC), Investment Banking Department in Chengdu",2016.7,2016.8,Intern,"   Chengdu, Sichuan, China",,NA,,,
xxx,xxx,xxx,Intern at China Merchants Bank,"New York, New York",99,Columbia University,2015,2016,statistics,Master of Arts (M.A.),????????????????????????????????????????????????????????????????????????,2016,2016,Summer Intern,,"Shanghai Alliance Financial Services Co.,Ltd ????????????????????????????????????????????????????????????????????????????????????",2016,2016,Finance Intern,"   Shanghai City, China",Harvard University,2017.2,2017.6,Visiting Researcher,Greater Boston Area
xxx,xxx,xxx,Graduate Student - Master of Art in Statistics at Columbia University in the City of New York,"New York, New York",145,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts - MA,Rutgers University - New Brunswick,2016.1,2016.5,Researcher,New Jersey,Rutgers University - New Brunswick,2016.8,2016.12,Researcher,New Jersey,Columbia University GSAS Department of Statistics,2017.1,present,Student Representative,Greater New York City Area
xxx,xxx,xxx,"Graduate Student at Students of GSAS, Major in Statistics","New York, New York",425,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (M.A.),Columbia University in the City of New York,2015.1,2015.12,"   Teaching Assistant (Probability, Applied Statistics, Time Series Analysis)",Greater New York City Area,CPM Group,2015.1,2015.12,Commodities Consulting Intern,Greater New York City Area,PROPCY,2015.5,2015.8,Investment Analyst Summer Intern,Greater New York City Area
xxx,xxx,xxx,Student at Columbia University in the City of New York,"New York, New York",103,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,Merkle,2012.6,2012.8,Summer Intern,"   Shanghai City, China",Guangda holding limit,2013.6,2013.8,Summer Associate,"   Hangzhou, Zhejiang, China",,NA,,,
xxx,xxx,xxx,Financial Engineer at Fannie Mae,Washington D.C. Metro Area,194,Columbia University in the City of New York,2012,2013,Statistics,Master of Arts (M.A.),"PING AN INSURANCE (GROUP) COMPANY OF CHINA ,LTD",2011.6,2011.7,Underwriting Intern,China,Francis &amp; Co,2013.1,2014.2,VBA Developer,"   Marietta, GA",TD,2014.4,2015.2,Programming Analyst,"   Mt Laurel, NJ"
xxx,xxx,xxx,Student ???€?? University of Washington,"New York, New York",134,Columbia University in the City of New York,2017,2019,Statistics,Master of Arts - MA,University of Washington,2015.3,present,Teaching Assistant,Seattle,,NA,,,,,NA,,,
xxx,xxx,xxx,Analyst at Debtwire,Greater New York City Area,500,Columbia University Graduate School of Arts and Sciences,2012,2014,Statistics,Master of Arts (M.A.),Queensland Facility for Advanced Bioinformatics,2011.2,2011.7,Data Analyst Intern,"   Brisbane, Australia",Hua An Fund Management Co. Ltd.,2013.5,2013.8,Summer Intern,"   Shanghai City, China",GlobalData,2014.6,2014.8,Summer Intern,Greater New York City Area
xxx,xxx,xxx,Software Developer at S&amp;P Global,Greater New York City Area,500,Columbia University in the City of New York,2013,2014,Statistics,Master of Arts (M.A.),GlobalData Energy,2014.6,2014.7,Data Analyst Intern,New York,S&amp;P Global,2015.6,present,Software Developer,New York,,NA,,,
xxx,xxx,xxx,Data Scientist / AI / Cinematographer,"Shenzhen City, Guangdong, China",110,Columbia University in the City of New York,2013,2015,Statistics,Master&#39;s degree,"Hunan High-Tech Venture Capital Co., Ltd",2013.6,2013.8,Investment Analyst,,HSBC,2016.7,2018.1,Data Analyst,"   Guangzhou, Guangdong, China"," Zoran Film Co., Ltd.",2017.2,2017.2,Associate Cinematographer,"   Beijing City, China"
xxx,xxx,xxx,Master of Arts in Statistics  at Columbia University,Greater New York City Area,46,Columbia University in the City of New York,2017,2018,Statistics,Master of Arts - MA,Industrial and Commercial Bank of China,2015.7,2015.8,Summer Intern,"   Jiujiang, Jiangxi, China",TF securities company,2016.7,2016.8,Summer Intern,"   Beijing City, China",Menusifu Inc.,2017.12,present,Corporate Data Analyst,new york
xxx,xxx,xxx,Investment Banking Analyst at Citi,"New York, New York",500,Columbia University in the City of New York,2012,2013,Statistics,Master of Arts (MA),CITIC Securities,2012.7,2012.9,"   Summer Analyst, Investment Banking",Beijing,National Securities,2013.5,2013.7,"   Summer Analyst, Asset Management",New York,Morgan Stanley,2013.7,2013.9,"   Summer Analyst, Fixed Income Sales and Trading",Beijing
xxx,xxx,xxx,Financial Services Senior Consultant at EY,"New York, New York",500,Columbia University in the City of New York,2013,2014,Statistics,Master of Arts (M.A.),Bank of China,2011.7,2012.2,Loan Officer,"   Tianjin City, China",AUA Private Equity Partners,2014.1,2014.12,Investment Analyst Intern,Greater New York City Area,Metropolitan Council on Jewish Poverty,2014.6,2014.8,Data Intern,Greater New York City Area
xxx,xxx,xxx,Data Scientist,"Indianapolis, Indiana Area",500,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (M.A.),Hengyang Municipal Bureau of Statistics,2013.8,2013.9,Data Analysis Intern,"   Hengyang, Hunan, China",China Minsheng Banking Corp.ltd,2014.6,2014.7,Analytics Intern,"   Hengyang, Hunan, China",Columbia University in the City of New York,2015.1,2015.5,Grader,
xxx,xxx,xxx,PhD in Statistics at Columbia University,"New York, New York",1,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts - MA,Rocket Internet,2013.2,2013.8,Business Analyst,"   Mexico City Area, Mexico",Instituto Tecnol????gico Aut????nomo de M????xico,2014.6,2014.7,Teacher,"   Mexico City Area, Mexico",Columbia University in the City of New York,2016.6,2016.7,Teacher,Greater New York City Area
xxx,xxx,xxx,M.A. in Statistics Student at Columbia University in the City of New York&#92;n,"New York, New York",500,Columbia University in the City of New York,2017,2018,Statistics,M.A. in Statistics,FinStat,2014.2,2017.7,Actuarial Mentor and Analytics Trainer,Mumbai,Sankhya Analytical Research Pvt. Ltd.,2015.4,2015.8,Statistical Analyst,Mumbai,St. Xavier&#39;s College,2015.8,2015.9,Teaching Assistant,Mumbai
xxx,xxx,xxx,Data Scientist at TD,Canada,74,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (M.A.),TD,2016.5,present,Data Scientist,"   Toronto, Canada Area",,NA,,,,,NA,,,
xxx,xxx,xxx,"Data Scientist at 1010data, Machine Learning &amp; Statistical Modeling",Greater New York City Area,500,Columbia University in the City of New York,2013,2015,Statistics,Master of Arts (M.A.),Mount Sinai Beth Israel,2014.4,2014.6,Statistician Intern,Greater New York City Area,1010data,2014.7,2014.8,Technical Communications Intern,Greater New York City Area,Institute for Social and Economic Research and Policy at Columbia University,2014.9,2015.2,Statistical Consultant,Greater New York City Area
xxx,xxx,xxx,Senior Data Analyst at Capital One,"Richmond, Virginia",405,Columbia University in the City of New York,2015,2016,Statistics,M.A.,York University,2014.6,2014.9,Summer Research Intern,"   Toronto, Canada Area",SafeRock,2016.5,2016.9,Data Analyst,Greater New York City Area,CMMB - Healthier Lives Worldwide,2016.6,2016.8,Data Analyst Intern,Greater New York City Area
xxx,xxx,xxx,Manager at Gain Theory,"New York, New York",368,Columbia University in the City of New York,2013,2014,Statistics,Master of Arts (M.A.),GroupM,2014.1,2016.5,Analyst,Greater New York City Area,GroupM,2016.6,2017.9,Senior Analyst,Greater New York City Area,Gain Theory,2017.1,present,Analytics Manager,Greater New York City Area
xxx,xxx,xxx,M.A. in Statistics Student at Columbia University,"New York, New York",199,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,Credit Suisse,2016.8,present,Market Risk Analyst,,,NA,,,,,NA,,,
xxx,xxx,xxx,Machine Learning Engineer at PubMatic,"Mountain View, California",186,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (M.A.),"Industrial Securities Co., Ltd.",2013.8,2013.9,Intern Trader,"   Shijiazhuang, China",Columbia University in the City of New York,2015.2,2015.12,Teaching Assistant,New York,Yunnan Research Institute of Foreign Financial Cooperation,2015.7,2015.12,Part time Researcher,"   Kunming, China"
xxx,xxx,xxx,Associate at JPMorgan Chase &amp; Co.,Greater New York City Area,500,Columbia University in the City of New York,2012,2014,Statistics,MA,China Zhongtou Trust,2011.6,2011.8,Project Intern,"   Hangzhou, Zhejiang, China",Mommsen Digon Capital Partners,2013.7,2013.8,Quantitative Analyst Intern,Greater New York City Area,KMK Consulting Inc.,2014.2,2016.2,Data Analyst,"   Morristown, NJ"
xxx,xxx,xxx,Researcher,Greater New York City Area,500,Columbia University in the City of New York,2018,2019.6,Statistics,Master&#39;s degree,Columbia Business School,2013.6,2013.7,Media Social Taskforce Analyst,"   Armstrong Hall 2880 Broadway New York, NY 10025",University of Rochester,2013.9,2013.12,Teaching Assistant,,"T3 Trading Group, LLC",2014.7,2015.4,Equity Trader,
xxx,xxx,xxx,Manager at American Express,"New York, New York",500,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,Opera Solutions,2012.8,2014.8,Senior Analytic Specialist,Shanghai,American Express,2015.6,2015.8,Manager(Intern),Greater New York City Area,American Express,2016.2,present,Manager,Greater New York City Area
xxx,xxx,xxx,Incoming Technology Analyst at Bank of America Merrill Lynch,"New York, New York",249,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),StarMobile.inc,2014.1,2014.5,Software Engineer Internship,Greater Atlanta Area,Bank of America Merrill Lynch,2016.6,2016.8,Summer Analyst,Greater New York City Area,Bank of America Merrill Lynch,2016.8,present,Incoming Technology Analyst,Greater New York City Area
xxx,xxx,xxx,Data Analyst / Data Scientist,"Philadelphia, Pennsylvania",88,Columbia University in the City of New York,2014,2016,Statistics,Master&#39;s degree,CITIC Futures,2014.3,2014.4,Data Analysis Intern,"   Beijing City, China",University of North Carolina at Chapel Hill,2016.5,2017.2,Research Assistant / SAS Programmer,"   Chapel Hill, NC",Marlabs Inc.,2017.3,2017.7,Data Scientist / Trainee,"   Piscataway, NJ"
xxx,xxx,xxx,Real Estate Analyst Intern at DGW US Capital,"New York, New York",249,Columbia University in the City of New York,2016,2017.12,Statistics,Master of Arts (M.A.),Indiana University Bloomington,2015.8,2016.1,Teaching Assistant,"   Bloomington, Indiana Area",Columbia University in the City of New York,2016.12,2017.11,Student Representative,Greater New York City Area,"Ping An Trust Co., Ltd",2016.6,2016.8,Summer Financial Analyst Intern,"   Shanghai City, China"
xxx,xxx,xxx,strategic investment analyst,"Shanghai City, China",500,Columbia University in the City of New York,2014,2016,Statistics,Master&#39;s degree,Pine River Capital Management,2013.6,2013.8,Asset Management Intern,Minnetonka,"Spaha Capital Management, LLC",2014.1,2015.4,Financial Analyst Intern,Greater New York City Area,Sinolink Securities,2016.3,2016.6,Global Merger &amp; Acquisition Intern,"   Shanghai City, China"
xxx,xxx,xxx,Master students in Statistics at Columbia University,Greater New York City Area,47,Columbia University Graduate School of Arts and Sciences,2016,2017,Statistics,Master???€??s Degree,Hua An Fund Management Co. Ltd,2015.7,2015.8,Intern,"   Room 522, No. 7 on Financial Street, Xicheng District, Beijing, P.R. China",,NA,,,,,NA,,,
xxx,xxx,xxx,Healthcare Investment Banking Analyst at Brocair Partners,"New York, New York",500,Columbia University in the City of New York,2015,2017,Statistics,Master&#39;s Degree,Hemingway Corporate Finance,2015.3,2015.6,Investment Banking Analyst Intern,"   Amsterdam Area, Netherlands",HSBC Global Banking and Markets,2016.6,2016.8,Investment Research Summer Analyst,Greater New York City Area,Brocair Partners LLC,2017.4,present,Healthcare Investment Banking Analyst,Greater New York City Area
xxx,xxx,xxx,Commodity Derivatives Sales Trader at Societe Generale Corporate and Investment Banking - SGCIB,"New York, New York",500,Columbia University in the City of New York,2012,2014,Statistics,Master of Arts (M.A.),"StoneBridge Hotel Management (USA), Inc.",2011.1,2012.7,Project Manager Assistant,,BOCI,2013.7,2013.9,Global Commodity Sales and Trading Summer Intern,Hong Kong,Pythagoras Investment Management,2014.8,present,"   Proprietary trading and strategies developing, and Crypto-Currency(Blockchain)",Greater New York City Area
xxx,xxx,xxx,Software Engineer,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,National Taiwan University,2013.1,2015.5,Research Assistant,"   Taipei City, Taiwan",Cablevision,2016.6,2016.8,Data Scientist Intern,Greater New York City Area,"Petuum, Inc.",2017.2,2018.2,Data Scientist,Greater Pittsburgh Area
xxx,xxx,xxx,Seeking Full-Time position in Data Science | Software Development | Risk Management | Asset Management,"Long Island City, New York",500,Columbia University in the City of New York,2015,2017,Statistics,Master of Arts (M.A.),General Motors,2014.1,2015.3,Big Data Intern,"   Shanghai City, China",Shenwan Hongyuan Securities (HK) Ltd,2016.6,2016.8,Research Intern,,Columbia University in the City of New York,2016.9,present,Teacher Assistant,Greater New York City Area
xxx,xxx,xxx,Data Scientist | M.A in Statistics at Columbia University |&#92;nLooking for full-time opportunity in data science field,"New York, New York",462,Columbia University in the City of New York,2016,2017.12,Statistics ??????Data Science Concentration),Master of Arts (M.A.),China Merchants Bank,2014.8,2014.9,Summer Intern,"   Pudongxin District, Shanghai, China",China Construction Bank (Asia) Corporation Limited,2016.3,2016.5,Data Analyst Intern,"   Shanghai City, China",Autodesk,2017.6,2017.9,Intern- Statistics and Data Science Engineering,San Francisco Bay Area
xxx,xxx,xxx,"Columbia University, Master&#39;s Degree in Statistics &#92;nActively looking for a full time job","New York, New York",500,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),China Everbright Bank,2015.8,2015.1,Risk Analyst,,"China Securities Co., Ltd.",2017.6,2017.8,Business Analyst,,,NA,,,
xxx,xxx,xxx,MA student in statistics at Columbia University,"New York, New York",500,Columbia University in the City of New York,2015,2017,Statistics,Master???€??s Degree,Cushman &amp; Wakefield - Formerly DTZ,2014.8,2014.11,Office Department Intern,"   Shanghai City, China","Glenfarne Group, LLC",2017.5,2017.7,Statistics Intern,Greater New York City Area,,NA,,,
xxx,xxx,xxx,Quantitative Analyst &amp; Data Scientist at Rebellion Research,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),Northeastern University (CN),2013.6,2015.1,Research Assistant,"   Shenyang, China",Columbia University in the City of New York,2016.2,2016.12,Course Assistant (offered to top students),New York,Rebellion Research,2016.5,present,Quantitative Analyst &amp; Data Scientist,New York
xxx,xxx,xxx,Research Analyst at iPullRank,"Munich, Bavaria, Germany",500,Columbia University in the City of New York,2014,2015,Statistics,Master of Arts (M.A.),Columbia University in the City of New York,2014.9,2015.12,Graduate Student,Greater New York City Area,Columbia Business School,2015.1,2015.12,Research Assistant,,JETZY,2015.5,2015.7,Brand Ambassador Supervisor,Greater New York City Area
xxx,xxx,xxx,Game Analytics and Strategy at National Basketball Association (NBA),"New York, New York",136,Columbia University in the City of New York,2016,2018,Statistics,Master???€??s Degree,The New School,2015.6,2016.1,Data Analyst,Greater New York City Area,The New School,2015.8,2015.12,Teaching Fellow,Greater New York City Area,Columbia University in the City of New York,2016.1,2016.5,Teaching Assistant - Bayesian Statistics for the Social Sciences,Greater New York City Area
xxx,xxx,xxx,"Investment Analyst, Special Opportunities/Asset Allocation at Teacher Retirement System of Texas","Austin, Texas",500,Columbia University in the City of New York,2014,2015,Statistics -- Graduate school of Arts and Science,Master&#39;s Degree,"Indian Institute of Technology, Bombay",2011.4,2011.7,Internship,"   Mumbai Area, India",Abacus Market Analytics (Division of IMRB International),2013.4,2014.5,Analytics Executive,"   Mumbai Area, India",Center for Computational Learning Systems at Columbia University,2015.1,2015.7,Research Assistant,Greater New York City Area
xxx,xxx,xxx,Data Scientist at Annalect,Greater New York City Area,471,Columbia University in the City of New York,2015,2017,Statistics,Master&#39;s degree,WorldQuant LLC,2014.6,2015.8,Consultant,"   Beijing City, China",Annalect,2017.1,present,Data Scientist,New York,Annalect,2017.5,2017.1,Data Scientist Intern,New York
xxx,xxx,xxx,M.A. in Statistics at Columbia University,"New York, New York",397,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,"Zhongxin Leather Scientific &amp; Technological Development Co., Ltd.",2012.6,2014.8,Data Analyst Intern,"   Henan, China",Columbia University in the City of New York,2017.1,2017,Grader,,Capital One,2017.6,2017.8,"   Associate, Data Science Intern",Greater New York City Area
xxx,xxx,xxx,M.A. Statistics Student at Columbia University,"New York, New York",50,Columbia University Graduate School of Arts and Sciences,2016,2017,Statistics,Master???€??s Degree,"University of California, Davis Statistics Department",2013.6,2014.6,Undergraduate Research Assistant,"   Davis, CA",International House Davis,2014.12,2015.2,Office Assistant &amp; Chinese Instructor,"   Davis, CA",Citi Bank China,2014.8,2014.8,Project Trainee,"   Chengdu, Sichuan, China"
xxx,xxx,xxx,M.A. Statistics student at Columbia University,"New York, New York",500,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,Zhejiang China Commodities City Group Co,2015.7,2015.9,Data Analyst in Index Office,"   Zhejiang, Jinhua",Hanweck,2017.6,2017.9,Data Science Intern,"   New York, New York",,NA,,,
xxx,xxx,xxx,M.A. Student in Statistics at Columbia University,Greater New York City Area,51,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,Shaoxing Bureau of Statistics,2015.6,2015.8,Intern,"   Shaoxing, Zhejiang, China",Didi Chuxing,2016.4,2016.5,Intern,"   Changsha, Hunan, China",Columbia University in the City of New York,2017.2,present,Teaching Assistant(Grading Homework),New York
xxx,xxx,xxx,MA.Statistics Student at Columbia University in the City of New York,"New York, New York",500,Columbia University in the City of New York,2015,2016.12,Statistics,Master of Arts (M.A.),AIESEC in Mainland of China,2014.1,2014.7,Finance Coordinator,Outgoing Exchange Department,Longfor Properties,2014.11,2015.2,Marketing Intern,???????????? ???????????? ????????????,HOF Capital,2016.5,2016.8,Investment Analyst Intern,Greater New York City Area
xxx,xxx,xxx,Analyst at Spruce Capital,Greater New York City Area,500,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,Samuel Capital Management,2014.7,2015.5,Hedge Fund Intern,,RBC Capital Markets,2015.6,2015.8,Investment Banking Summer Analyst,New York City,"Susquehanna International Group, LLP (SIG)",2016.6,2016.7,Quantitative Trading Intern,
xxx,xxx,xxx,Software Engineer at Argo AI,San Francisco Bay Area,500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),Columbia Business School,2016.4,2016.12,Research Assistant,Greater New York City Area,Columbia University in the City of New York,2016.9,2016.12,MA Tech Support,New York,United Nations,2016.9,2016.12,Analyst Intern,Greater New York City Area
xxx,xxx,xxx,Data Science Analyst at IRI,"Chicago, Illinois",500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),Hong Kong Baptist University,2014.9,2015.1,Research Assistant,Hong Kong,Hospital for Special Surgery,2016.6,2016.12,Statistical Analyst,Greater New York City Area,IRI,2017.2,present,Data Science Analyst,Greater Chicago Area
xxx,xxx,xxx,Student at Columbia University,"New York, New York",184,Columbia University in the City of New York,2014,2015,Statistics,Master???€??s Degree,Peach Inc.,2014.12,2015.1,Data Scientist Intern,Greater Seattle Area,Bento Technology,2015.6,2015.8,Data Scientist Intern,San Francisco Bay Area,,NA,,,
xxx,xxx,xxx,Statistical Analyst II at Medpace Inc.,"Cincinnati, Ohio Area",486,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,TAFT Research Center at University of Cincinnati,2014.4,2015.4,Undergraduate Student Researcher,University of Cincinnati,University of Cincinnati,2015.5,2015.7,Research Assistant,"   Cincinnati,Ohio",American Statistical Association Biopharmaceutical Section Mentorship Program,2015.7,2016.6,Mentee,
xxx,xxx,xxx,Associate Financial Engineer at Moody&#39;s Analytics,"New York, New York",500,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,Allied Victory Gold &amp; Silver Investment Ltd.,2014.1,2014.2,Commodity Training Trainee &amp; Team leader,Hong Kong,Shanghai Bank,2014.1,2014.12,Credit Risk Fall Analyst,"   Chengdu, Sichuan, China","Huaxi Securities Co.,ltd.",2015.2,2015.5,Market Risk Spring Analyst,"   Chengdu, Sichuan, China"
xxx,xxx,xxx,Student at Columbia University in the City of New York,Greater New York City Area,500,Columbia University in the City of New York,2016,2017,Statistics (Data Science Track),Master of Arts (M.A.),Millward Brown,2015.7,2015.8,Quantitative Analyst Intern,"   Shanghai City, China",Shoptaki,2016.11,2017.1,Data Science Intern,"   New York, New York",Guoyuan Securities Company Limited,2016.4,2016.8,Data Analyst Intern,"   Hefei, Anhui, China"
xxx,xxx,xxx,Data Scientist at JPMorgan Chase &amp; Co.,"New York, New York",500,Columbia University in the City of New York,2014,2015,Statistics,Master&#39;s Degree,HungryTickets.com,2015,present,Operations Director,Greater New York City Area,The AAT Project (America???€??s Amazing Teens),2015.1,2015.1,"   Database Architect (PHP, Java Script, MySQL)",New York,Columbia Business School,2015.6,2015.12,"   Research Assistant (Python, Matlab, Fortran)",Greater New York City Area
xxx,xxx,xxx,Research Assistant,Greater New York City Area,131,Columbia University in the City of New York,2015,2017,Statistics,Master of Arts - MA,Kent State University,2013.6,2013.8,Undergraduate Research Assistant | Mathematics Department,Kent State University,University of Washington,2014.1,2014.6,Tutor | Math Study Center,Greater Seattle Area,University of Washington,2014.4,2014.9,Undergraduate Research Assistant | Center for Game Science,Greater Seattle Area
xxx,xxx,xxx,Statistics Master&#39;s candidate at Columbia University,"New York, New York",131,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,TMX Group,2014.6,2014.8,Intern Statistician,"   Beijing City, China",China Development Bank,2015.3,2015.5,Intern Assistant to Customer Manager,"   Beijing City, China","Hermes Capital Advisors, LLC",2016.9,2016.1,Intern Quant Researcher,Greater New York City Area
xxx,xxx,xxx,Analyst at JPMorgan Chase &amp; Co.,Greater New York City Area,500,Columbia University in the City of New York,2015,2016,Statistics,Master???€??s Degree,China Great Wall  Securities,2014.6,2014.8,Fixed Income Summer Intern,,Bank of China,2015.1,2015.5,Risk Intern,,Caishuo Securities,2015.6,2015.9,Equity Research Summer Analyst,
xxx,xxx,xxx,Student,Greater New York City Area,500,Columbia University,2015,2016,Statistics,Master???€??s Degree,OUCS,2013.3,2014.4,Secretary General,"   Oxford, United Kingdom",OXCSSA,2014.5,2015.2,Director of Media,"   Oxford, United Kingdom",Sunshine Insurance Group Corporation Limited,2015.6,2015.7,Finance Intern,"   Shenzhen, Guangdong, China"
xxx,xxx,xxx,Student at Columbia University in the city of new york,Greater New York City Area,63,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,Kaggle,2015.5,present,Competition participant,,Western Futures,2015.8,2016.1,Quantitative Analyst,"   Shanghai, China",,NA,,,
xxx,xxx,xxx,Student at Columbia University. Major in statistics. Concentrate on data science.,"New York, New York",125,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),Chuanshi Orient (Beijing) Investment Co.Ltd,2013.1,2014.3,Internship,"   Beijing City, China",Chinese Academy of Social Sciences,2014.6,2014.1,Internship,"   Beijing City, China","The Bank of East Asia, Limited",2015.6,2015.7,Internship,"   Beijing City, China"
xxx,xxx,xxx,M.A. in Statistics at Columbia University,"New York, New York",500,Columbia University in the City of New York,2016,2017,Statistics,Master of Arts (M.A.),Industrial and Commercial Bank of China,2015.1,2015.2,Risk &amp; Operation Management Internship,"   Shanghai City, China",Bank of Jiangsu,2015.7,2015.8,Internship,"   Nanjing, Jiangsu, China",Columbia University in the City of New York,2017.1,2017.12,Grading Teaching Assistant,Greater New York City Area
xxx,xxx,xxx,"AVP, Data Analyst,Market Data at Tradeweb",Greater New York City Area,500,Columbia University in the City of New York,2015,2016,Statistics,Master of Arts (M.A.),China Construction Bank,2013.7,2013.8,Finance Intern,"   Huaihua, Hunan, China",EmployToy,2016.6,2016.8,Data Scientist Intern,Greater New York City Area,Tradeweb,2017.7,present,"   AVP, Data Analyst, Market Data","   New York, New York"
xxx,xxx,xxx,MA Student of Statistics at Columbia University in the City of New York,"New York, New York",251,Columbia University in the City of New York,2016,2017,Statistics,Master???€??s Degree,Centre College,2014.1,2014.2,Researcher of Recycling Efficiency Research,"   Danville, KY",Ephraim McDowell Hospital,2015.5,2015.5,Researcher of Improvement in Patients&#39;???€?? Health Research,"   Danville, KY",The Construction Bank of China,2015.6,2015.8,Intern Analyst,"   Chengdu, China"
