ST,STATE,OCC_TITLE,A_MEAN
HI,Hawaii,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",48940
HI,Hawaii,Agricultural Inspectors,50580
HI,Hawaii,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",22170
HI,Hawaii,"Farmworkers, Farm, Ranch, and Aquacultural Animals",29440
HI,Hawaii,"Agricultural Workers, All Other",41120
HI,Hawaii,Construction and Extraction Occupations,60350
HI,Hawaii,First-Line Supervisors of Construction Trades and Extraction Workers,77680
HI,Hawaii,Brickmasons and Blockmasons,62140
HI,Hawaii,Stonemasons,63150
HI,Hawaii,Carpenters,66880
HI,Hawaii,Carpet Installers,42720
HI,Hawaii,"Floor Layers, Except Carpet, Wood, and Hard Tiles",46340
HI,Hawaii,Tile and Marble Setters,60710
HI,Hawaii,Cement Masons and Concrete Finishers,66230
HI,Hawaii,Construction Laborers,50610
HI,Hawaii,"Paving, Surfacing, and Tamping Equipment Operators",59150
HI,Hawaii,Operating Engineers and Other Construction Equipment Operators,68820
HI,Hawaii,Drywall and Ceiling Tile Installers,53020
HI,Hawaii,Tapers,68990
HI,Hawaii,Electricians,64360
HI,Hawaii,Glaziers,55730
HI,Hawaii,"Insulation Workers, Floor, Ceiling, and Wall",41150
HI,Hawaii,"Insulation Workers, Mechanical",61220
HI,Hawaii,"Painters, Construction and Maintenance",51220
HI,Hawaii,Pipelayers,47230
HI,Hawaii,"Plumbers, Pipefitters, and Steamfitters",62610
HI,Hawaii,Plasterers and Stucco Masons,52160
HI,Hawaii,Reinforcing Iron and Rebar Workers,63180
HI,Hawaii,Roofers,52370
HI,Hawaii,Sheet Metal Workers,63120
HI,Hawaii,Structural Iron and Steel Workers,61760
HI,Hawaii,Solar Photovoltaic Installers,50740
HI,Hawaii,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",48190
HI,Hawaii,Helpers--Carpenters,39970
HI,Hawaii,Helpers--Electricians,31620
HI,Hawaii,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",25980
HI,Hawaii,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",*
HI,Hawaii,Helpers--Roofers,22500
HI,Hawaii,"Helpers, Construction Trades, All Other",34980
HI,Hawaii,Construction and Building Inspectors,57750
HI,Hawaii,Elevator Installers and Repairers,93980
HI,Hawaii,Hazardous Materials Removal Workers,56710
HI,Hawaii,Septic Tank Servicers and Sewer Pipe Cleaners,38230
HI,Hawaii,Segmental Pavers,30960
HI,Hawaii,"Construction and Related Workers, All Other",38790
HI,Hawaii,"Explosives Workers, Ordnance Handling Experts, and Blasters",62390
HI,Hawaii,"Installation, Maintenance, and Repair Occupations",51030
HI,Hawaii,"First-Line Supervisors of Mechanics, Installers, and Repairers",70690
HI,Hawaii,"Computer, Automated Teller, and Office Machine Repairers",36560
HI,Hawaii,"Radio, Cellular, and Tower Equipment Installers and Repairers",55130
HI,Hawaii,"Telecommunications Equipment Installers and Repairers, Except Line Installers",66330
HI,Hawaii,Avionics Technicians,70710
HI,Hawaii,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",66420
HI,Hawaii,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",84070
HI,Hawaii,"Electronic Equipment Installers and Repairers, Motor Vehicles",24600
HI,Hawaii,Security and Fire Alarm Systems Installers,44120
HI,Hawaii,Aircraft Mechanics and Service Technicians,67050
HI,Hawaii,Automotive Body and Related Repairers,43810
HI,Hawaii,Automotive Service Technicians and Mechanics,42670
HI,Hawaii,Bus and Truck Mechanics and Diesel Engine Specialists,55340
HI,Hawaii,Farm Equipment Mechanics and Service Technicians,51780
HI,Hawaii,"Mobile Heavy Equipment Mechanics, Except Engines",60720
HI,Hawaii,Motorboat Mechanics and Service Technicians,37660
HI,Hawaii,Motorcycle Mechanics,49140
HI,Hawaii,Outdoor Power Equipment and Other Small Engine Mechanics,47170
HI,Hawaii,Bicycle Repairers,23770
HI,Hawaii,Tire Repairers and Changers,30370
HI,Hawaii,"Control and Valve Installers and Repairers, Except Mechanical Door",56320
HI,Hawaii,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",52790
HI,Hawaii,Home Appliance Repairers,41990
HI,Hawaii,Industrial Machinery Mechanics,59330
HI,Hawaii,"Maintenance Workers, Machinery",45260
HI,Hawaii,Electrical Power-Line Installers and Repairers,67040
HI,Hawaii,Telecommunications Line Installers and Repairers,54340
HI,Hawaii,Medical Equipment Repairers,51460
HI,Hawaii,"Precision Instrument and Equipment Repairers, All Other",63480
HI,Hawaii,"Maintenance and Repair Workers, General",43030
HI,Hawaii,Commercial Divers,37840
HI,Hawaii,Locksmiths and Safe Repairers,50210
HI,Hawaii,Riggers,65840
HI,Hawaii,"Helpers--Installation, Maintenance, and Repair Workers",33760
HI,Hawaii,"Installation, Maintenance, and Repair Workers, All Other",50560
HI,Hawaii,Production Occupations,36190
HI,Hawaii,First-Line Supervisors of Production and Operating Workers,52920
HI,Hawaii,Structural Metal Fabricators and Fitters,41430
HI,Hawaii,Team Assemblers,24430
HI,Hawaii,"Assemblers and Fabricators, All Other",25990
HI,Hawaii,Bakers,32620
HI,Hawaii,Butchers and Meat Cutters,37930
HI,Hawaii,"Meat, Poultry, and Fish Cutters and Trimmers",27730
HI,Hawaii,Slaughterers and Meat Packers,25470
HI,Hawaii,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",32060
HI,Hawaii,Food Batchmakers,24000
HI,Hawaii,Food Cooking Machine Operators and Tenders,23680
HI,Hawaii,"Food Processing Workers, All Other",21730
HI,Hawaii,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",29140
HI,Hawaii,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",22720
HI,Hawaii,Machinists,61290
HI,Hawaii,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",43470
HI,Hawaii,"Welders, Cutters, Solderers, and Brazers",59120
HI,Hawaii,Prepress Technicians and Workers,38120
HI,Hawaii,Printing Press Operators,31180
HI,Hawaii,Print Binding and Finishing Workers,26910
HI,Hawaii,Laundry and Dry-Cleaning Workers,29870
HI,Hawaii,"Pressers, Textile, Garment, and Related Materials",22830
HI,Hawaii,Sewing Machine Operators,25620
HI,Hawaii,"Sewers, Hand",19330
HI,Hawaii,"Tailors, Dressmakers, and Custom Sewers",25260
HI,Hawaii,"Textile, Apparel, and Furnishings Workers, All Other",44420
HI,Hawaii,Cabinetmakers and Bench Carpenters,38330
HI,Hawaii,"Woodworkers, All Other",*
HI,Hawaii,Power Plant Operators,77450
HI,Hawaii,Stationary Engineers and Boiler Operators,77740
HI,Hawaii,Water and Wastewater Treatment Plant and System Operators,48590
HI,Hawaii,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",56910
HI,Hawaii,"Plant and System Operators, All Other",48290
HI,Hawaii,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",32330
HI,Hawaii,"Grinding and Polishing Workers, Hand",25550
HI,Hawaii,"Mixing and Blending Machine Setters, Operators, and Tenders",33480
HI,Hawaii,"Cutters and Trimmers, Hand",29590
HI,Hawaii,"Cutting and Slicing Machine Setters, Operators, and Tenders",27900
HI,Hawaii,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",27030
HI,Hawaii,"Inspectors, Testers, Sorters, Samplers, and Weighers",42570
HI,Hawaii,Jewelers and Precious Stone and Metal Workers,32300
HI,Hawaii,Dental Laboratory Technicians,*
HI,Hawaii,Ophthalmic Laboratory Technicians,28690
HI,Hawaii,Packaging and Filling Machine Operators and Tenders,27910
HI,Hawaii,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",39830
HI,Hawaii,"Painters, Transportation Equipment",41720
HI,Hawaii,Photographic Process Workers and Processing Machine Operators,29920
HI,Hawaii,"Molders, Shapers, and Casters, Except Metal and Plastic",32940
HI,Hawaii,Helpers--Production Workers,24450
HI,Hawaii,"Production Workers, All Other",27270
HI,Hawaii,Transportation and Material Moving Occupations,41720
HI,Hawaii,Aircraft Cargo Handling Supervisors,53460
HI,Hawaii,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",47530
HI,Hawaii,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,53140
HI,Hawaii,Commercial Pilots,85390
HI,Hawaii,Air Traffic Controllers,109440
HI,Hawaii,Airfield Operations Specialists,49940
HI,Hawaii,"Bus Drivers, Transit and Intercity",45000
HI,Hawaii,"Bus Drivers, School or Special Client",38940
HI,Hawaii,Driver/Sales Workers,30360
HI,Hawaii,Heavy and Tractor-Trailer Truck Drivers,43570
HI,Hawaii,Light Truck or Delivery Services Drivers,31410
HI,Hawaii,Taxi Drivers and Chauffeurs,27130
HI,Hawaii,"Motor Vehicle Operators, All Other",38640
HI,Hawaii,"Captains, Mates, and Pilots of Water Vessels",52410
HI,Hawaii,Motorboat Operators,42270
HI,Hawaii,Parking Lot Attendants,22300
HI,Hawaii,Automotive and Watercraft Service Attendants,29030
HI,Hawaii,Traffic Technicians,48720
HI,Hawaii,Transportation Inspectors,79780
HI,Hawaii,"Transportation Attendants, Except Flight Attendants",*
HI,Hawaii,"Transportation Workers, All Other",39150
HI,Hawaii,Conveyor Operators and Tenders,32130
HI,Hawaii,Crane and Tower Operators,74200
HI,Hawaii,Excavating and Loading Machine and Dragline Operators,53820
HI,Hawaii,Industrial Truck and Tractor Operators,41750
HI,Hawaii,Cleaners of Vehicles and Equipment,24980
HI,Hawaii,"Laborers and Freight, Stock, and Material Movers, Hand",31150
HI,Hawaii,Machine Feeders and Offbearers,27700
HI,Hawaii,"Packers and Packagers, Hand",22880
HI,Hawaii,Refuse and Recyclable Material Collectors,39920
HI,Hawaii,"Material Moving Workers, All Other",43390
ID,Idaho,All Occupations,39770
ID,Idaho,Management Occupations,80550
ID,Idaho,Chief Executives,124380
ID,Idaho,General and Operations Managers,84780
ID,Idaho,Legislators,24870
ID,Idaho,Advertising and Promotions Managers,57890
ID,Idaho,Marketing Managers,98650
ID,Idaho,Sales Managers,93340
ID,Idaho,Public Relations and Fundraising Managers,71890
ID,Idaho,Administrative Services Managers,77750
ID,Idaho,Computer and Information Systems Managers,102380
ID,Idaho,Financial Managers,92360
ID,Idaho,Industrial Production Managers,80970
ID,Idaho,Purchasing Managers,82220
ID,Idaho,"Transportation, Storage, and Distribution Managers",70090
ID,Idaho,Compensation and Benefits Managers,76880
ID,Idaho,Human Resources Managers,87060
ID,Idaho,Training and Development Managers,78400
ID,Idaho,"Farmers, Ranchers, and Other Agricultural Managers",68180
ID,Idaho,Construction Managers,80030
ID,Idaho,"Education Administrators, Preschool and Childcare Center/Program",45370
ID,Idaho,"Education Administrators, Elementary and Secondary School",78880
ID,Idaho,"Education Administrators, Postsecondary",91840
ID,Idaho,"Education Administrators, All Other",39730
ID,Idaho,Architectural and Engineering Managers,133220
ID,Idaho,Food Service Managers,36590
ID,Idaho,Funeral Service Managers,64460
ID,Idaho,Lodging Managers,51840
ID,Idaho,Medical and Health Services Managers,78370
ID,Idaho,Natural Sciences Managers,94300
ID,Idaho,Postmasters and Mail Superintendents,62930
ID,Idaho,"Property, Real Estate, and Community Association Managers",32770
ID,Idaho,Social and Community Service Managers,49040
ID,Idaho,Emergency Management Directors,75340
ID,Idaho,"Managers, All Other",84380
ID,Idaho,Business and Financial Operations Occupations,61270
ID,Idaho,"Buyers and Purchasing Agents, Farm Products",56390
ID,Idaho,"Wholesale and Retail Buyers, Except Farm Products",49660
ID,Idaho,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",57270
ID,Idaho,"Claims Adjusters, Examiners, and Investigators",59070
ID,Idaho,Compliance Officers,58740
ID,Idaho,Cost Estimators,53430
ID,Idaho,Human Resources Specialists,54350
ID,Idaho,Labor Relations Specialists,48060
ID,Idaho,Logisticians,68990
ID,Idaho,Management Analysts,78250
ID,Idaho,"Meeting, Convention, and Event Planners",44950
ID,Idaho,Fundraisers,46720
ID,Idaho,"Compensation, Benefits, and Job Analysis Specialists",59580
ID,Idaho,Training and Development Specialists,53970
ID,Idaho,Market Research Analysts and Marketing Specialists,58140
ID,Idaho,"Business Operations Specialists, All Other",63760
ID,Idaho,Accountants and Auditors,68070
ID,Idaho,Appraisers and Assessors of Real Estate,49250
ID,Idaho,Budget Analysts,66560
ID,Idaho,Credit Analysts,66200
ID,Idaho,Financial Analysts,72860
ID,Idaho,Personal Financial Advisors,85480
ID,Idaho,Insurance Underwriters,56580
ID,Idaho,Financial Examiners,69200
ID,Idaho,Credit Counselors,40490
ID,Idaho,Loan Officers,56520
ID,Idaho,"Tax Examiners and Collectors, and Revenue Agents",49710
ID,Idaho,Tax Preparers,33790
ID,Idaho,"Financial Specialists, All Other",68830
ID,Idaho,Computer and Mathematical Occupations,66150
ID,Idaho,Computer Systems Analysts,80100
ID,Idaho,Information Security Analysts,91240
ID,Idaho,Computer Programmers,64190
ID,Idaho,"Software Developers, Applications",74370
ID,Idaho,Web Developers,50300
ID,Idaho,Database Administrators,64480
ID,Idaho,Network and Computer Systems Administrators,58580
ID,Idaho,Computer Network Architects,72550
ID,Idaho,Computer User Support Specialists,42060
ID,Idaho,"Computer Occupations, All Other",79500
ID,Idaho,Actuaries,108570
ID,Idaho,Operations Research Analysts,70780
ID,Idaho,Statisticians,75050
ID,Idaho,Architecture and Engineering Occupations,77310
ID,Idaho,"Architects, Except Landscape and Naval",67100
ID,Idaho,Landscape Architects,52290
ID,Idaho,Cartographers and Photogrammetrists,52620
ID,Idaho,Surveyors,66970
ID,Idaho,Chemical Engineers,111010
ID,Idaho,Civil Engineers,75030
ID,Idaho,Computer Hardware Engineers,98920
ID,Idaho,Electrical Engineers,91490
ID,Idaho,Environmental Engineers,86330
ID,Idaho,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",93870
ID,Idaho,Industrial Engineers,90150
ID,Idaho,Materials Engineers,98660
ID,Idaho,Mechanical Engineers,81940
ID,Idaho,"Mining and Geological Engineers, Including Mining Safety Engineers",87800
ID,Idaho,Nuclear Engineers,115290
ID,Idaho,"Engineers, All Other",92800
ID,Idaho,Architectural and Civil Drafters,46360
ID,Idaho,Electrical and Electronics Drafters,74630
ID,Idaho,Mechanical Drafters,45880
ID,Idaho,"Drafters, All Other",57410
ID,Idaho,Civil Engineering Technicians,47770
ID,Idaho,Electrical and Electronics Engineering Technicians,55390
ID,Idaho,Environmental Engineering Technicians,50570
ID,Idaho,Industrial Engineering Technicians,53550
ID,Idaho,Mechanical Engineering Technicians,54460
ID,Idaho,"Engineering Technicians, Except Drafters, All Other",50840
ID,Idaho,Surveying and Mapping Technicians,41510
ID,Idaho,"Life, Physical, and Social Science Occupations",56390
ID,Idaho,Animal Scientists,84220
ID,Idaho,Food Scientists and Technologists,56850
ID,Idaho,Soil and Plant Scientists,70570
ID,Idaho,Biochemists and Biophysicists,48490
ID,Idaho,Microbiologists,64380
ID,Idaho,Zoologists and Wildlife Biologists,60820
ID,Idaho,"Biological Scientists, All Other",66550
ID,Idaho,Conservation Scientists,63430
ID,Idaho,Foresters,53430
ID,Idaho,"Medical Scientists, Except Epidemiologists",151010
ID,Idaho,"Life Scientists, All Other",64120
ID,Idaho,Physicists,109620
ID,Idaho,Atmospheric and Space Scientists,95070
ID,Idaho,Chemists,82800
ID,Idaho,"Environmental Scientists and Specialists, Including Health",*
ID,Idaho,"Geoscientists, Except Hydrologists and Geographers",70500
ID,Idaho,Hydrologists,72080
ID,Idaho,"Physical Scientists, All Other",88460
ID,Idaho,Economists,67810
ID,Idaho,"Clinical, Counseling, and School Psychologists",71820
ID,Idaho,Urban and Regional Planners,56790
ID,Idaho,Anthropologists and Archeologists,64870
ID,Idaho,Historians,54970
ID,Idaho,"Social Scientists and Related Workers, All Other",66420
ID,Idaho,Agricultural and Food Science Technicians,33500
ID,Idaho,Biological Technicians,32080
ID,Idaho,Chemical Technicians,42850
ID,Idaho,Geological and Petroleum Technicians,51460
ID,Idaho,Nuclear Technicians,83820
ID,Idaho,"Environmental Science and Protection Technicians, Including Health",44110
ID,Idaho,Forensic Science Technicians,48530
ID,Idaho,Forest and Conservation Technicians,35840
ID,Idaho,"Life, Physical, and Social Science Technicians, All Other",49310
ID,Idaho,Community and Social Service Occupations,41340
ID,Idaho,Substance Abuse and Behavioral Disorder Counselors,42340
ID,Idaho,"Educational, Guidance, School, and Vocational Counselors",41110
ID,Idaho,Marriage and Family Therapists,39340
ID,Idaho,Mental Health Counselors,46020
ID,Idaho,Rehabilitation Counselors,46630
ID,Idaho,"Child, Family, and School Social Workers",41960
ID,Idaho,Healthcare Social Workers,51320
ID,Idaho,Mental Health and Substance Abuse Social Workers,42920
ID,Idaho,"Social Workers, All Other",68470
ID,Idaho,Health Educators,54410
ID,Idaho,Probation Officers and Correctional Treatment Specialists,37350
ID,Idaho,Social and Human Service Assistants,30980
ID,Idaho,Community Health Workers,31420
ID,Idaho,"Community and Social Service Specialists, All Other",37170
ID,Idaho,Clergy,43480
ID,Idaho,Legal Occupations,78750
ID,Idaho,Lawyers,100900
ID,Idaho,Judicial Law Clerks,47030
ID,Idaho,"Administrative Law Judges, Adjudicators, and Hearing Officers",74620
ID,Idaho,"Judges, Magistrate Judges, and Magistrates",110860
ID,Idaho,Paralegals and Legal Assistants,41330
ID,Idaho,Court Reporters,47860
ID,Idaho,"Title Examiners, Abstractors, and Searchers",50290
ID,Idaho,"Legal Support Workers, All Other",45570
ID,Idaho,"Education, Training, and Library Occupations",39060
ID,Idaho,"Business Teachers, Postsecondary",64370
ID,Idaho,"Computer Science Teachers, Postsecondary",70280
ID,Idaho,"Mathematical Science Teachers, Postsecondary",51280
ID,Idaho,"Engineering Teachers, Postsecondary",78960
ID,Idaho,"Biological Science Teachers, Postsecondary",64490
ID,Idaho,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",69310
ID,Idaho,"Chemistry Teachers, Postsecondary",57860
ID,Idaho,"Physics Teachers, Postsecondary",78730
ID,Idaho,"Anthropology and Archeology Teachers, Postsecondary",64380
ID,Idaho,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",51200
ID,Idaho,"Economics Teachers, Postsecondary",76220
ID,Idaho,"Political Science Teachers, Postsecondary",63440
ID,Idaho,"Psychology Teachers, Postsecondary",54520
ID,Idaho,"Sociology Teachers, Postsecondary",52500
ID,Idaho,"Health Specialties Teachers, Postsecondary",93300
ID,Idaho,"Nursing Instructors and Teachers, Postsecondary",54740
ID,Idaho,"Education Teachers, Postsecondary",54450
ID,Idaho,"Criminal Justice and Law Enforcement Teachers, Postsecondary",53050
ID,Idaho,"Social Work Teachers, Postsecondary",57310
ID,Idaho,"Art, Drama, and Music Teachers, Postsecondary",50740
ID,Idaho,"Communications Teachers, Postsecondary",49620
ID,Idaho,"English Language and Literature Teachers, Postsecondary",44820
ID,Idaho,"Foreign Language and Literature Teachers, Postsecondary",47830
ID,Idaho,"History Teachers, Postsecondary",54870
ID,Idaho,"Philosophy and Religion Teachers, Postsecondary",61300
ID,Idaho,Graduate Teaching Assistants,17530
ID,Idaho,"Recreation and Fitness Studies Teachers, Postsecondary",41550
ID,Idaho,"Vocational Education Teachers, Postsecondary",41050
ID,Idaho,"Postsecondary Teachers, All Other",36580
ID,Idaho,"Preschool Teachers, Except Special Education",25980
ID,Idaho,"Kindergarten Teachers, Except Special Education",44860
ID,Idaho,"Elementary School Teachers, Except Special Education",47060
ID,Idaho,"Middle School Teachers, Except Special and Career/Technical Education",47220
ID,Idaho,"Career/Technical Education Teachers, Middle School",43460
ID,Idaho,"Secondary School Teachers, Except Special and Career/Technical Education",46300
ID,Idaho,"Career/Technical Education Teachers, Secondary School",44980
ID,Idaho,"Special Education Teachers, Preschool",39070
ID,Idaho,"Special Education Teachers, Kindergarten and Elementary School",45810
ID,Idaho,"Special Education Teachers, Middle School",50390
ID,Idaho,"Special Education Teachers, Secondary School",50140
ID,Idaho,"Special Education Teachers, All Other",46050
ID,Idaho,Adult Basic and Secondary Education and Literacy Teachers and Instructors,38680
ID,Idaho,Self-Enrichment Education Teachers,30070
ID,Idaho,"Teachers and Instructors, All Other, Except Substitute Teachers",32650
ID,Idaho,Substitute Teachers,19320
ID,Idaho,Curators,36910
ID,Idaho,Librarians,41100
ID,Idaho,Library Technicians,25340
ID,Idaho,Farm and Home Management Advisors,52730
ID,Idaho,Instructional Coordinators,54130
ID,Idaho,Teacher Assistants,22790
ID,Idaho,"Education, Training, and Library Workers, All Other",42410
ID,Idaho,"Arts, Design, Entertainment, Sports, and Media Occupations",38760
ID,Idaho,Art Directors,68920
ID,Idaho,Multimedia Artists and Animators,69450
ID,Idaho,Commercial and Industrial Designers,64690
ID,Idaho,Floral Designers,25870
ID,Idaho,Graphic Designers,43390
ID,Idaho,Interior Designers,39570
ID,Idaho,Merchandise Displayers and Window Trimmers,27120
ID,Idaho,Producers and Directors,47210
ID,Idaho,Coaches and Scouts,24760
ID,Idaho,"Umpires, Referees, and Other Sports Officials",23890
ID,Idaho,Music Directors and Composers,39230
ID,Idaho,Radio and Television Announcers,26500
ID,Idaho,Broadcast News Analysts,71500
ID,Idaho,Reporters and Correspondents,36950
ID,Idaho,Public Relations Specialists,66710
ID,Idaho,Editors,36980
ID,Idaho,Technical Writers,59280
ID,Idaho,Writers and Authors,60720
ID,Idaho,Interpreters and Translators,37050
ID,Idaho,Audio and Video Equipment Technicians,33130
ID,Idaho,Broadcast Technicians,28550
ID,Idaho,Photographers,31390
ID,Idaho,"Camera Operators, Television, Video, and Motion Picture",52420
ID,Idaho,Film and Video Editors,33730
ID,Idaho,"Media and Communication Equipment Workers, All Other",47600
ID,Idaho,Healthcare Practitioners and Technical Occupations,71150
ID,Idaho,Chiropractors,51740
ID,Idaho,"Dentists, General",169360
ID,Idaho,"Dentists, All Other Specialists",248250
ID,Idaho,Dietitians and Nutritionists,51390
ID,Idaho,Optometrists,106020
ID,Idaho,Pharmacists,112980
ID,Idaho,Anesthesiologists,227070
ID,Idaho,Family and General Practitioners,188470
ID,Idaho,Obstetricians and Gynecologists,#
ID,Idaho,"Pediatricians, General",167250
ID,Idaho,Psychiatrists,*
ID,Idaho,Surgeons,#
ID,Idaho,"Physicians and Surgeons, All Other",220590
ID,Idaho,Physician Assistants,95180
ID,Idaho,Podiatrists,132650
ID,Idaho,Occupational Therapists,69040
ID,Idaho,Physical Therapists,77140
ID,Idaho,Radiation Therapists,84070
ID,Idaho,Recreational Therapists,45750
ID,Idaho,Respiratory Therapists,54800
ID,Idaho,Speech-Language Pathologists,65880
ID,Idaho,Veterinarians,81690
ID,Idaho,Registered Nurses,60320
ID,Idaho,Nurse Anesthetists,171340
ID,Idaho,Nurse Practitioners,94040
ID,Idaho,Audiologists,58230
ID,Idaho,"Health Diagnosing and Treating Practitioners, All Other",61350
ID,Idaho,Medical and Clinical Laboratory Technologists,59070
ID,Idaho,Medical and Clinical Laboratory Technicians,32050
ID,Idaho,Dental Hygienists,70980
ID,Idaho,Cardiovascular Technologists and Technicians,55300
ID,Idaho,Diagnostic Medical Sonographers,62190
ID,Idaho,Nuclear Medicine Technologists,70720
ID,Idaho,Radiologic Technologists,51920
ID,Idaho,Magnetic Resonance Imaging Technologists,65200
ID,Idaho,Emergency Medical Technicians and Paramedics,31600
ID,Idaho,Dietetic Technicians,23920
ID,Idaho,Pharmacy Technicians,31530
ID,Idaho,Psychiatric Technicians,32440
ID,Idaho,Respiratory Therapy Technicians,49190
ID,Idaho,Surgical Technologists,41670
ID,Idaho,Veterinary Technologists and Technicians,28810
ID,Idaho,Ophthalmic Medical Technicians,32670
ID,Idaho,Licensed Practical and Licensed Vocational Nurses,39430
ID,Idaho,Medical Records and Health Information Technicians,34130
ID,Idaho,"Opticians, Dispensing",29780
ID,Idaho,Orthotists and Prosthetists,69420
ID,Idaho,Hearing Aid Specialists,47180
ID,Idaho,"Health Technologists and Technicians, All Other",48740
ID,Idaho,Occupational Health and Safety Specialists,65510
ID,Idaho,Occupational Health and Safety Technicians,46820
ID,Idaho,Athletic Trainers,33130
ID,Idaho,"Healthcare Practitioners and Technical Workers, All Other",60010
ID,Idaho,Healthcare Support Occupations,26360
ID,Idaho,Home Health Aides,20880
ID,Idaho,Psychiatric Aides,28930
ID,Idaho,Nursing Assistants,22830
ID,Idaho,Orderlies,24350
ID,Idaho,Occupational Therapy Assistants,58800
ID,Idaho,Occupational Therapy Aides,28010
ID,Idaho,Physical Therapist Assistants,51790
ID,Idaho,Physical Therapist Aides,23780
ID,Idaho,Massage Therapists,40150
ID,Idaho,Dental Assistants,33130
ID,Idaho,Medical Assistants,30070
ID,Idaho,Medical Equipment Preparers,29100
ID,Idaho,Medical Transcriptionists,33400
ID,Idaho,Pharmacy Aides,23420
ID,Idaho,Veterinary Assistants and Laboratory Animal Caretakers,23640
ID,Idaho,Phlebotomists,29760
ID,Idaho,"Healthcare Support Workers, All Other",30990
ID,Idaho,Protective Service Occupations,40000
ID,Idaho,First-Line Supervisors of Correctional Officers,48690
ID,Idaho,First-Line Supervisors of Police and Detectives,70180
ID,Idaho,First-Line Supervisors of Fire Fighting and Prevention Workers,54430
ID,Idaho,"First-Line Supervisors of Protective Service Workers, All Other",40480
ID,Idaho,Firefighters,38590
ID,Idaho,Fire Inspectors and Investigators,64500
ID,Idaho,Bailiffs,32350
ID,Idaho,Correctional Officers and Jailers,32380
ID,Idaho,Detectives and Criminal Investigators,65560
ID,Idaho,Fish and Game Wardens,45460
ID,Idaho,Parking Enforcement Workers,26250
ID,Idaho,Police and Sheriff's Patrol Officers,48630
ID,Idaho,Animal Control Workers,31110
ID,Idaho,Security Guards,32180
ID,Idaho,Crossing Guards,22890
ID,Idaho,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",18800
ID,Idaho,Transportation Security Screeners,37440
ID,Idaho,"Protective Service Workers, All Other",28540
ID,Idaho,Food Preparation and Serving Related Occupations,19730
ID,Idaho,Chefs and Head Cooks,31490
ID,Idaho,First-Line Supervisors of Food Preparation and Serving Workers,26160
ID,Idaho,"Cooks, Fast Food",17810
ID,Idaho,"Cooks, Institution and Cafeteria",21870
ID,Idaho,"Cooks, Restaurant",21640
ID,Idaho,"Cooks, Short Order",19490
ID,Idaho,"Cooks, All Other",21170
ID,Idaho,Food Preparation Workers,19320
ID,Idaho,Bartenders,19480
ID,Idaho,"Combined Food Preparation and Serving Workers, Including Fast Food",18220
ID,Idaho,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",18350
ID,Idaho,Waiters and Waitresses,18820
ID,Idaho,"Food Servers, Nonrestaurant",19600
ID,Idaho,Dining Room and Cafeteria Attendants and Bartender Helpers,19200
ID,Idaho,Dishwashers,17800
ID,Idaho,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",18260
ID,Idaho,"Food Preparation and Serving Related Workers, All Other",19800
ID,Idaho,Building and Grounds Cleaning and Maintenance Occupations,24550
ID,Idaho,First-Line Supervisors of Housekeeping and Janitorial Workers,34060
ID,Idaho,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",42030
ID,Idaho,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",22470
ID,Idaho,Maids and Housekeeping Cleaners,20920
ID,Idaho,"Building Cleaning Workers, All Other",27320
ID,Idaho,Pest Control Workers,32070
ID,Idaho,Landscaping and Groundskeeping Workers,25790
ID,Idaho,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",30880
ID,Idaho,Tree Trimmers and Pruners,39390
ID,Idaho,Personal Care and Service Occupations,21910
ID,Idaho,First-Line Supervisors of Personal Service Workers,29270
ID,Idaho,Animal Trainers,24930
ID,Idaho,Nonfarm Animal Caretakers,20230
