ST,STATE,OCC_TITLE,A_MEAN
KY,Kentucky,"Special Education Teachers, Preschool",49970
KY,Kentucky,"Special Education Teachers, Kindergarten and Elementary School",52690
KY,Kentucky,"Special Education Teachers, Middle School",52610
KY,Kentucky,"Special Education Teachers, Secondary School",53520
KY,Kentucky,"Special Education Teachers, All Other",55050
KY,Kentucky,Adult Basic and Secondary Education and Literacy Teachers and Instructors,40590
KY,Kentucky,Self-Enrichment Education Teachers,39100
KY,Kentucky,"Teachers and Instructors, All Other, Except Substitute Teachers",47260
KY,Kentucky,Substitute Teachers,22460
KY,Kentucky,Curators,46090
KY,Kentucky,Librarians,55920
KY,Kentucky,Library Technicians,29540
KY,Kentucky,Farm and Home Management Advisors,46810
KY,Kentucky,Instructional Coordinators,60690
KY,Kentucky,Teacher Assistants,26590
KY,Kentucky,"Education, Training, and Library Workers, All Other",41550
KY,Kentucky,"Arts, Design, Entertainment, Sports, and Media Occupations",42780
KY,Kentucky,Art Directors,79370
KY,Kentucky,"Fine Artists, Including Painters, Sculptors, and Illustrators",35610
KY,Kentucky,Multimedia Artists and Animators,64120
KY,Kentucky,Commercial and Industrial Designers,59600
KY,Kentucky,Fashion Designers,54300
KY,Kentucky,Floral Designers,23560
KY,Kentucky,Graphic Designers,41140
KY,Kentucky,Interior Designers,54430
KY,Kentucky,Merchandise Displayers and Window Trimmers,30670
KY,Kentucky,Set and Exhibit Designers,53110
KY,Kentucky,"Designers, All Other",41450
KY,Kentucky,Producers and Directors,50000
KY,Kentucky,Athletes and Sports Competitors,46770
KY,Kentucky,Coaches and Scouts,37810
KY,Kentucky,"Umpires, Referees, and Other Sports Officials",37050
KY,Kentucky,Music Directors and Composers,44150
KY,Kentucky,Musicians and Singers,*
KY,Kentucky,"Entertainers and Performers, Sports and Related Workers, All Other",*
KY,Kentucky,Radio and Television Announcers,29040
KY,Kentucky,Broadcast News Analysts,*
KY,Kentucky,Reporters and Correspondents,48310
KY,Kentucky,Public Relations Specialists,53200
KY,Kentucky,Editors,45650
KY,Kentucky,Technical Writers,63420
KY,Kentucky,Writers and Authors,47580
KY,Kentucky,Interpreters and Translators,52660
KY,Kentucky,"Media and Communication Workers, All Other",30670
KY,Kentucky,Audio and Video Equipment Technicians,39330
KY,Kentucky,Broadcast Technicians,33400
KY,Kentucky,Sound Engineering Technicians,39640
KY,Kentucky,Photographers,35020
KY,Kentucky,"Camera Operators, Television, Video, and Motion Picture",35280
KY,Kentucky,Film and Video Editors,48830
KY,Kentucky,"Media and Communication Equipment Workers, All Other",48730
KY,Kentucky,Healthcare Practitioners and Technical Occupations,68360
KY,Kentucky,Chiropractors,64070
KY,Kentucky,"Dentists, General",176730
KY,Kentucky,Oral and Maxillofacial Surgeons,260220
KY,Kentucky,Orthodontists,132970
KY,Kentucky,"Dentists, All Other Specialists",215130
KY,Kentucky,Dietitians and Nutritionists,55960
KY,Kentucky,Optometrists,99100
KY,Kentucky,Pharmacists,121690
KY,Kentucky,Anesthesiologists,#
KY,Kentucky,Family and General Practitioners,212640
KY,Kentucky,"Internists, General",211620
KY,Kentucky,Obstetricians and Gynecologists,256930
KY,Kentucky,"Pediatricians, General",173050
KY,Kentucky,Psychiatrists,208220
KY,Kentucky,Surgeons,278080
KY,Kentucky,"Physicians and Surgeons, All Other",176330
KY,Kentucky,Physician Assistants,100380
KY,Kentucky,Podiatrists,134010
KY,Kentucky,Occupational Therapists,80110
KY,Kentucky,Physical Therapists,83270
KY,Kentucky,Radiation Therapists,80640
KY,Kentucky,Recreational Therapists,42080
KY,Kentucky,Respiratory Therapists,48530
KY,Kentucky,Speech-Language Pathologists,71720
KY,Kentucky,Exercise Physiologists,50240
KY,Kentucky,"Therapists, All Other",85200
KY,Kentucky,Veterinarians,89190
KY,Kentucky,Registered Nurses,59810
KY,Kentucky,Nurse Anesthetists,181120
KY,Kentucky,Nurse Midwives,96330
KY,Kentucky,Nurse Practitioners,94790
KY,Kentucky,Audiologists,65970
KY,Kentucky,"Health Diagnosing and Treating Practitioners, All Other",65630
KY,Kentucky,Medical and Clinical Laboratory Technologists,55960
KY,Kentucky,Medical and Clinical Laboratory Technicians,40040
KY,Kentucky,Dental Hygienists,58650
KY,Kentucky,Cardiovascular Technologists and Technicians,46400
KY,Kentucky,Diagnostic Medical Sonographers,62740
KY,Kentucky,Nuclear Medicine Technologists,64000
KY,Kentucky,Radiologic Technologists,50600
KY,Kentucky,Magnetic Resonance Imaging Technologists,64830
KY,Kentucky,Emergency Medical Technicians and Paramedics,30840
KY,Kentucky,Dietetic Technicians,33470
KY,Kentucky,Pharmacy Technicians,27880
KY,Kentucky,Psychiatric Technicians,26430
KY,Kentucky,Respiratory Therapy Technicians,40420
KY,Kentucky,Surgical Technologists,42140
KY,Kentucky,Veterinary Technologists and Technicians,30540
KY,Kentucky,Ophthalmic Medical Technicians,36590
KY,Kentucky,Licensed Practical and Licensed Vocational Nurses,39460
KY,Kentucky,Medical Records and Health Information Technicians,37170
KY,Kentucky,"Opticians, Dispensing",41650
KY,Kentucky,Orthotists and Prosthetists,64100
KY,Kentucky,Hearing Aid Specialists,45510
KY,Kentucky,"Health Technologists and Technicians, All Other",53440
KY,Kentucky,Occupational Health and Safety Specialists,66510
KY,Kentucky,Occupational Health and Safety Technicians,49710
KY,Kentucky,Athletic Trainers,46500
KY,Kentucky,"Healthcare Practitioners and Technical Workers, All Other",48630
KY,Kentucky,Healthcare Support Occupations,28960
KY,Kentucky,Home Health Aides,25710
KY,Kentucky,Psychiatric Aides,26810
KY,Kentucky,Nursing Assistants,25160
KY,Kentucky,Orderlies,23760
KY,Kentucky,Occupational Therapy Assistants,55510
KY,Kentucky,Occupational Therapy Aides,29190
KY,Kentucky,Physical Therapist Assistants,54060
KY,Kentucky,Physical Therapist Aides,24410
KY,Kentucky,Massage Therapists,43100
KY,Kentucky,Dental Assistants,34550
KY,Kentucky,Medical Assistants,29900
KY,Kentucky,Medical Equipment Preparers,33230
KY,Kentucky,Medical Transcriptionists,34240
KY,Kentucky,Pharmacy Aides,20910
KY,Kentucky,Veterinary Assistants and Laboratory Animal Caretakers,23270
KY,Kentucky,Phlebotomists,29490
KY,Kentucky,"Healthcare Support Workers, All Other",36260
KY,Kentucky,Protective Service Occupations,35440
KY,Kentucky,First-Line Supervisors of Correctional Officers,46940
KY,Kentucky,First-Line Supervisors of Police and Detectives,65090
KY,Kentucky,First-Line Supervisors of Fire Fighting and Prevention Workers,55490
KY,Kentucky,"First-Line Supervisors of Protective Service Workers, All Other",44100
KY,Kentucky,Firefighters,34030
KY,Kentucky,Fire Inspectors and Investigators,47790
KY,Kentucky,Bailiffs,26270
KY,Kentucky,Correctional Officers and Jailers,34430
KY,Kentucky,Detectives and Criminal Investigators,69540
KY,Kentucky,Parking Enforcement Workers,31090
KY,Kentucky,Police and Sheriff's Patrol Officers,42810
KY,Kentucky,Animal Control Workers,27840
KY,Kentucky,Private Detectives and Investigators,42400
KY,Kentucky,Security Guards,24190
KY,Kentucky,Crossing Guards,28500
KY,Kentucky,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",18530
KY,Kentucky,Transportation Security Screeners,39580
KY,Kentucky,"Protective Service Workers, All Other",37960
KY,Kentucky,Food Preparation and Serving Related Occupations,20570
KY,Kentucky,Chefs and Head Cooks,46760
KY,Kentucky,First-Line Supervisors of Food Preparation and Serving Workers,29650
KY,Kentucky,"Cooks, Fast Food",18740
KY,Kentucky,"Cooks, Institution and Cafeteria",24490
KY,Kentucky,"Cooks, Restaurant",21340
KY,Kentucky,"Cooks, Short Order",20440
KY,Kentucky,"Cooks, All Other",30380
KY,Kentucky,Food Preparation Workers,20880
KY,Kentucky,Bartenders,20480
KY,Kentucky,"Combined Food Preparation and Serving Workers, Including Fast Food",18140
KY,Kentucky,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",18910
KY,Kentucky,Waiters and Waitresses,19930
KY,Kentucky,"Food Servers, Nonrestaurant",23010
KY,Kentucky,Dining Room and Cafeteria Attendants and Bartender Helpers,19290
KY,Kentucky,Dishwashers,19040
KY,Kentucky,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",18260
KY,Kentucky,"Food Preparation and Serving Related Workers, All Other",21740
KY,Kentucky,Building and Grounds Cleaning and Maintenance Occupations,24790
KY,Kentucky,First-Line Supervisors of Housekeeping and Janitorial Workers,35380
KY,Kentucky,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",42920
KY,Kentucky,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",24500
KY,Kentucky,Maids and Housekeeping Cleaners,20210
KY,Kentucky,"Building Cleaning Workers, All Other",26430
KY,Kentucky,Pest Control Workers,31060
KY,Kentucky,Landscaping and Groundskeeping Workers,25240
KY,Kentucky,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",30370
KY,Kentucky,Tree Trimmers and Pruners,31710
KY,Kentucky,"Grounds Maintenance Workers, All Other",41900
KY,Kentucky,Personal Care and Service Occupations,24170
KY,Kentucky,Slot Supervisors,39580
KY,Kentucky,First-Line Supervisors of Personal Service Workers,32770
KY,Kentucky,Animal Trainers,36930
KY,Kentucky,Nonfarm Animal Caretakers,24010
KY,Kentucky,Gaming and Sports Book Writers and Runners,34860
KY,Kentucky,"Ushers, Lobby Attendants, and Ticket Takers",18000
KY,Kentucky,Amusement and Recreation Attendants,18760
KY,Kentucky,Costume Attendants,57160
KY,Kentucky,Embalmers,40410
KY,Kentucky,Funeral Attendants,21230
KY,Kentucky,"Morticians, Undertakers, and Funeral Directors",42360
KY,Kentucky,Barbers,33880
KY,Kentucky,"Hairdressers, Hairstylists, and Cosmetologists",24980
KY,Kentucky,Manicurists and Pedicurists,25560
KY,Kentucky,Skincare Specialists,33900
KY,Kentucky,Baggage Porters and Bellhops,21840
KY,Kentucky,Concierges,27060
KY,Kentucky,Tour Guides and Escorts,23740
KY,Kentucky,Childcare Workers,20180
KY,Kentucky,Personal Care Aides,23580
KY,Kentucky,Fitness Trainers and Aerobics Instructors,36220
KY,Kentucky,Recreation Workers,25520
KY,Kentucky,Residential Advisors,22640
KY,Kentucky,"Personal Care and Service Workers, All Other",28130
KY,Kentucky,Sales and Related Occupations,34020
KY,Kentucky,First-Line Supervisors of Retail Sales Workers,37640
KY,Kentucky,First-Line Supervisors of Non-Retail Sales Workers,68290
KY,Kentucky,Cashiers,19590
KY,Kentucky,Gaming Change Persons and Booth Cashiers,31010
KY,Kentucky,Counter and Rental Clerks,27090
KY,Kentucky,Parts Salespersons,28600
KY,Kentucky,Retail Salespersons,24690
KY,Kentucky,Advertising Sales Agents,48230
KY,Kentucky,Insurance Sales Agents,52610
KY,Kentucky,"Securities, Commodities, and Financial Services Sales Agents",77200
KY,Kentucky,Travel Agents,34600
KY,Kentucky,"Sales Representatives, Services, All Other",56930
KY,Kentucky,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",98730
KY,Kentucky,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",64720
KY,Kentucky,Demonstrators and Product Promoters,28250
KY,Kentucky,Real Estate Brokers,43600
KY,Kentucky,Real Estate Sales Agents,41410
KY,Kentucky,Sales Engineers,76770
KY,Kentucky,Telemarketers,26850
KY,Kentucky,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",28730
KY,Kentucky,"Sales and Related Workers, All Other",38700
KY,Kentucky,Office and Administrative Support Occupations,33370
KY,Kentucky,First-Line Supervisors of Office and Administrative Support Workers,49640
KY,Kentucky,"Switchboard Operators, Including Answering Service",23880
KY,Kentucky,Bill and Account Collectors,36440
KY,Kentucky,Billing and Posting Clerks,33930
KY,Kentucky,"Bookkeeping, Accounting, and Auditing Clerks",36220
KY,Kentucky,Payroll and Timekeeping Clerks,40720
KY,Kentucky,Procurement Clerks,41100
KY,Kentucky,Tellers,26260
KY,Kentucky,"Financial Clerks, All Other",40210
KY,Kentucky,Brokerage Clerks,39250
KY,Kentucky,Correspondence Clerks,43960
KY,Kentucky,"Court, Municipal, and License Clerks",32150
KY,Kentucky,"Credit Authorizers, Checkers, and Clerks",37820
KY,Kentucky,Customer Service Representatives,31990
KY,Kentucky,"Eligibility Interviewers, Government Programs",44870
KY,Kentucky,File Clerks,26000
KY,Kentucky,"Hotel, Motel, and Resort Desk Clerks",19100
KY,Kentucky,"Interviewers, Except Eligibility and Loan",31110
KY,Kentucky,"Library Assistants, Clerical",24140
KY,Kentucky,Loan Interviewers and Clerks,34610
KY,Kentucky,New Accounts Clerks,35340
KY,Kentucky,Order Clerks,30170
KY,Kentucky,"Human Resources Assistants, Except Payroll and Timekeeping",39910
KY,Kentucky,Receptionists and Information Clerks,25900
KY,Kentucky,Reservation and Transportation Ticket Agents and Travel Clerks,39140
KY,Kentucky,"Information and Record Clerks, All Other",37850
KY,Kentucky,Cargo and Freight Agents,41560
KY,Kentucky,Couriers and Messengers,25950
KY,Kentucky,"Police, Fire, and Ambulance Dispatchers",33040
KY,Kentucky,"Dispatchers, Except Police, Fire, and Ambulance",38580
KY,Kentucky,"Meter Readers, Utilities",32030
KY,Kentucky,Postal Service Clerks,46940
KY,Kentucky,Postal Service Mail Carriers,50050
KY,Kentucky,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",49650
KY,Kentucky,"Production, Planning, and Expediting Clerks",48190
KY,Kentucky,"Shipping, Receiving, and Traffic Clerks",32190
KY,Kentucky,Stock Clerks and Order Fillers,25800
KY,Kentucky,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",30840
KY,Kentucky,Executive Secretaries and Executive Administrative Assistants,45920
KY,Kentucky,Legal Secretaries,32940
KY,Kentucky,Medical Secretaries,29940
KY,Kentucky,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",31510
KY,Kentucky,Computer Operators,42420
KY,Kentucky,Data Entry Keyers,28010
KY,Kentucky,Word Processors and Typists,35230
KY,Kentucky,Desktop Publishers,37460
KY,Kentucky,Insurance Claims and Policy Processing Clerks,33940
KY,Kentucky,"Mail Clerks and Mail Machine Operators, Except Postal Service",28800
KY,Kentucky,"Office Clerks, General",29830
KY,Kentucky,"Office Machine Operators, Except Computer",27820
KY,Kentucky,Proofreaders and Copy Markers,39380
KY,Kentucky,Statistical Assistants,50040
KY,Kentucky,"Office and Administrative Support Workers, All Other",33060
KY,Kentucky,"Farming, Fishing, and Forestry Occupations",29090
KY,Kentucky,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",49870
KY,Kentucky,Agricultural Inspectors,41010
KY,Kentucky,Animal Breeders,50850
KY,Kentucky,"Graders and Sorters, Agricultural Products",24220
KY,Kentucky,Agricultural Equipment Operators,22570
KY,Kentucky,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",26020
KY,Kentucky,"Farmworkers, Farm, Ranch, and Aquacultural Animals",26510
KY,Kentucky,"Agricultural Workers, All Other",31320
KY,Kentucky,Fallers,34400
KY,Kentucky,Logging Equipment Operators,30300
KY,Kentucky,Log Graders and Scalers,27870
KY,Kentucky,Construction and Extraction Occupations,44330
KY,Kentucky,First-Line Supervisors of Construction Trades and Extraction Workers,60670
KY,Kentucky,Boilermakers,64120
KY,Kentucky,Brickmasons and Blockmasons,49950
KY,Kentucky,Stonemasons,35800
KY,Kentucky,Carpenters,42830
KY,Kentucky,Carpet Installers,37470
KY,Kentucky,"Floor Layers, Except Carpet, Wood, and Hard Tiles",37100
KY,Kentucky,Tile and Marble Setters,41700
KY,Kentucky,Cement Masons and Concrete Finishers,36570
KY,Kentucky,Construction Laborers,33220
KY,Kentucky,"Paving, Surfacing, and Tamping Equipment Operators",37360
KY,Kentucky,Operating Engineers and Other Construction Equipment Operators,43770
KY,Kentucky,Drywall and Ceiling Tile Installers,38580
KY,Kentucky,Tapers,56630
KY,Kentucky,Electricians,51360
KY,Kentucky,Glaziers,38680
KY,Kentucky,"Insulation Workers, Floor, Ceiling, and Wall",38680
KY,Kentucky,"Insulation Workers, Mechanical",48910
KY,Kentucky,"Painters, Construction and Maintenance",36070
KY,Kentucky,Pipelayers,38040
KY,Kentucky,"Plumbers, Pipefitters, and Steamfitters",52920
KY,Kentucky,Reinforcing Iron and Rebar Workers,51880
KY,Kentucky,Roofers,35930
KY,Kentucky,Sheet Metal Workers,45230
KY,Kentucky,Structural Iron and Steel Workers,51900
KY,Kentucky,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",40460
KY,Kentucky,Helpers--Carpenters,30390
KY,Kentucky,Helpers--Electricians,30310
KY,Kentucky,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",26780
KY,Kentucky,Helpers--Roofers,29340
KY,Kentucky,"Helpers, Construction Trades, All Other",31980
KY,Kentucky,Construction and Building Inspectors,50350
KY,Kentucky,Elevator Installers and Repairers,59250
KY,Kentucky,Fence Erectors,30810
KY,Kentucky,Hazardous Materials Removal Workers,35490
KY,Kentucky,Highway Maintenance Workers,31150
KY,Kentucky,Rail-Track Laying and Maintenance Equipment Operators,44400
KY,Kentucky,Septic Tank Servicers and Sewer Pipe Cleaners,37010
KY,Kentucky,"Construction and Related Workers, All Other",32230
KY,Kentucky,"Service Unit Operators, Oil, Gas, and Mining",48130
KY,Kentucky,"Earth Drillers, Except Oil and Gas",42900
KY,Kentucky,"Explosives Workers, Ordnance Handling Experts, and Blasters",45390
KY,Kentucky,Continuous Mining Machine Operators,50540
KY,Kentucky,Mine Cutting and Channeling Machine Operators,55320
KY,Kentucky,"Mining Machine Operators, All Other",39770
KY,Kentucky,"Roof Bolters, Mining",52760
KY,Kentucky,"Roustabouts, Oil and Gas",37660
KY,Kentucky,Helpers--Extraction Workers,39230
KY,Kentucky,"Extraction Workers, All Other",46600
KY,Kentucky,"Installation, Maintenance, and Repair Occupations",44180
KY,Kentucky,"First-Line Supervisors of Mechanics, Installers, and Repairers",61430
KY,Kentucky,"Computer, Automated Teller, and Office Machine Repairers",36900
KY,Kentucky,"Radio, Cellular, and Tower Equipment Installers and Repairers",52340
KY,Kentucky,"Telecommunications Equipment Installers and Repairers, Except Line Installers",47210
KY,Kentucky,"Electric Motor, Power Tool, and Related Repairers",40850
KY,Kentucky,"Electrical and Electronics Installers and Repairers, Transportation Equipment",54920
KY,Kentucky,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",53790
KY,Kentucky,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",74160
KY,Kentucky,"Electronic Equipment Installers and Repairers, Motor Vehicles",35420
KY,Kentucky,Electronic Home Entertainment Equipment Installers and Repairers,39600
KY,Kentucky,Security and Fire Alarm Systems Installers,39220
KY,Kentucky,Aircraft Mechanics and Service Technicians,88230
KY,Kentucky,Automotive Body and Related Repairers,42610
KY,Kentucky,Automotive Glass Installers and Repairers,35820
KY,Kentucky,Automotive Service Technicians and Mechanics,36470
KY,Kentucky,Bus and Truck Mechanics and Diesel Engine Specialists,41110
KY,Kentucky,Farm Equipment Mechanics and Service Technicians,33560
KY,Kentucky,"Mobile Heavy Equipment Mechanics, Except Engines",47200
KY,Kentucky,Rail Car Repairers,54610
KY,Kentucky,Motorboat Mechanics and Service Technicians,32340
KY,Kentucky,Motorcycle Mechanics,32820
KY,Kentucky,Outdoor Power Equipment and Other Small Engine Mechanics,29330
KY,Kentucky,Bicycle Repairers,29640
KY,Kentucky,Recreational Vehicle Service Technicians,35660
KY,Kentucky,Tire Repairers and Changers,24580
KY,Kentucky,Mechanical Door Repairers,42700
KY,Kentucky,"Control and Valve Installers and Repairers, Except Mechanical Door",44320
KY,Kentucky,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers",42850
KY,Kentucky,Home Appliance Repairers,35480
KY,Kentucky,Industrial Machinery Mechanics,49970
KY,Kentucky,"Maintenance Workers, Machinery",44360
KY,Kentucky,Millwrights,53310
KY,Kentucky,Electrical Power-Line Installers and Repairers,63430
KY,Kentucky,Telecommunications Line Installers and Repairers,46820
KY,Kentucky,Medical Equipment Repairers,41410
KY,Kentucky,Musical Instrument Repairers and Tuners,40340
KY,Kentucky,"Precision Instrument and Equipment Repairers, All Other",59220
KY,Kentucky,"Maintenance and Repair Workers, General",37220
KY,Kentucky,"Coin, Vending, and Amusement Machine Servicers and Repairers",30630
KY,Kentucky,Commercial Divers,50080
KY,Kentucky,Locksmiths and Safe Repairers,34570
KY,Kentucky,Riggers,43820
KY,Kentucky,Signal and Track Switch Repairers,69640
KY,Kentucky,"Helpers--Installation, Maintenance, and Repair Workers",31640
KY,Kentucky,"Installation, Maintenance, and Repair Workers, All Other",35340
KY,Kentucky,Production Occupations,36670
KY,Kentucky,First-Line Supervisors of Production and Operating Workers,57040
KY,Kentucky,"Coil Winders, Tapers, and Finishers",37820
KY,Kentucky,Electrical and Electronic Equipment Assemblers,34080
KY,Kentucky,Electromechanical Equipment Assemblers,40590
KY,Kentucky,Engine and Other Machine Assemblers,32150
KY,Kentucky,Structural Metal Fabricators and Fitters,33910
KY,Kentucky,Fiberglass Laminators and Fabricators,31710
KY,Kentucky,Team Assemblers,39010
KY,Kentucky,"Assemblers and Fabricators, All Other",29180
KY,Kentucky,Bakers,25140
KY,Kentucky,Butchers and Meat Cutters,28930
KY,Kentucky,"Meat, Poultry, and Fish Cutters and Trimmers",23990
KY,Kentucky,Slaughterers and Meat Packers,27160
KY,Kentucky,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",32740
KY,Kentucky,Food Batchmakers,32050
KY,Kentucky,Food Cooking Machine Operators and Tenders,33510
KY,Kentucky,"Food Processing Workers, All Other",28050
KY,Kentucky,"Computer-Controlled Machine Tool Operators, Metal and Plastic",39340
KY,Kentucky,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",45140
KY,Kentucky,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",33080
KY,Kentucky,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",42310
KY,Kentucky,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",39190
KY,Kentucky,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",40900
KY,Kentucky,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",32750
KY,Kentucky,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",27900
KY,Kentucky,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",37550
KY,Kentucky,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",36820
KY,Kentucky,Machinists,41850
KY,Kentucky,Metal-Refining Furnace Operators and Tenders,41330
KY,Kentucky,"Pourers and Casters, Metal",36940
KY,Kentucky,"Model Makers, Metal and Plastic",54840
KY,Kentucky,Foundry Mold and Coremakers,36140
KY,Kentucky,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",33280
KY,Kentucky,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",43750
KY,Kentucky,Tool and Die Makers,52500
KY,Kentucky,"Welders, Cutters, Solderers, and Brazers",39540
KY,Kentucky,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",34860
KY,Kentucky,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",33650
KY,Kentucky,"Layout Workers, Metal and Plastic",37520
KY,Kentucky,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",31050
KY,Kentucky,"Tool Grinders, Filers, and Sharpeners",36730
KY,Kentucky,"Metal Workers and Plastic Workers, All Other",28450
KY,Kentucky,Prepress Technicians and Workers,42970
KY,Kentucky,Printing Press Operators,35090
KY,Kentucky,Print Binding and Finishing Workers,35950
KY,Kentucky,Laundry and Dry-Cleaning Workers,21370
KY,Kentucky,"Pressers, Textile, Garment, and Related Materials",21280
KY,Kentucky,Sewing Machine Operators,24190
KY,Kentucky,Shoe and Leather Workers and Repairers,20570
KY,Kentucky,"Tailors, Dressmakers, and Custom Sewers",26830
KY,Kentucky,"Textile Cutting Machine Setters, Operators, and Tenders",23980
KY,Kentucky,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",25510
KY,Kentucky,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",32160
KY,Kentucky,Upholsterers,30840
KY,Kentucky,"Textile, Apparel, and Furnishings Workers, All Other",21650
KY,Kentucky,Cabinetmakers and Bench Carpenters,30450
KY,Kentucky,Furniture Finishers,29040
KY,Kentucky,"Sawing Machine Setters, Operators, and Tenders, Wood",24410
KY,Kentucky,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",26310
KY,Kentucky,Power Distributors and Dispatchers,89860
KY,Kentucky,Power Plant Operators,74970
KY,Kentucky,Stationary Engineers and Boiler Operators,43350
KY,Kentucky,Water and Wastewater Treatment Plant and System Operators,37570
KY,Kentucky,Chemical Plant and System Operators,62460
KY,Kentucky,Gas Plant Operators,61750
KY,Kentucky,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",69270
KY,Kentucky,"Plant and System Operators, All Other",67270
KY,Kentucky,Chemical Equipment Operators and Tenders,48990
KY,Kentucky,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",36490
KY,Kentucky,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",33740
KY,Kentucky,"Grinding and Polishing Workers, Hand",28240
KY,Kentucky,"Mixing and Blending Machine Setters, Operators, and Tenders",35130
KY,Kentucky,"Cutters and Trimmers, Hand",27420
KY,Kentucky,"Cutting and Slicing Machine Setters, Operators, and Tenders",34240
KY,Kentucky,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",33460
KY,Kentucky,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",35470
KY,Kentucky,"Inspectors, Testers, Sorters, Samplers, and Weighers",38450
KY,Kentucky,Jewelers and Precious Stone and Metal Workers,33900
KY,Kentucky,Dental Laboratory Technicians,42870
KY,Kentucky,Medical Appliance Technicians,42300
KY,Kentucky,Ophthalmic Laboratory Technicians,28060
KY,Kentucky,Packaging and Filling Machine Operators and Tenders,32530
KY,Kentucky,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",33700
KY,Kentucky,"Painters, Transportation Equipment",48640
KY,Kentucky,"Painting, Coating, and Decorating Workers",28970
KY,Kentucky,Photographic Process Workers and Processing Machine Operators,27110
KY,Kentucky,Adhesive Bonding Machine Operators and Tenders,36420
KY,Kentucky,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",28960
KY,Kentucky,Cooling and Freezing Equipment Operators and Tenders,27710
KY,Kentucky,Etchers and Engravers,29790
KY,Kentucky,"Molders, Shapers, and Casters, Except Metal and Plastic",31820
KY,Kentucky,"Paper Goods Machine Setters, Operators, and Tenders",37020
KY,Kentucky,Tire Builders,30530
KY,Kentucky,Helpers--Production Workers,27140
KY,Kentucky,"Production Workers, All Other",27330
KY,Kentucky,Transportation and Material Moving Occupations,35700
KY,Kentucky,Aircraft Cargo Handling Supervisors,41110
KY,Kentucky,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",47070
KY,Kentucky,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,56410
KY,Kentucky,Commercial Pilots,74670
KY,Kentucky,Air Traffic Controllers,104870
KY,Kentucky,Airfield Operations Specialists,55180
KY,Kentucky,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",25630
KY,Kentucky,"Bus Drivers, Transit and Intercity",31130
KY,Kentucky,"Bus Drivers, School or Special Client",33100
KY,Kentucky,Driver/Sales Workers,25760
KY,Kentucky,Heavy and Tractor-Trailer Truck Drivers,42100
KY,Kentucky,Light Truck or Delivery Services Drivers,34370
KY,Kentucky,Taxi Drivers and Chauffeurs,22350
